id,sourceKey,sourceOrder,sourceName,sourceTitle,level,word,displayWord,slug,homograph,sense,partOfSpeech,meaningTh,meaningThClean,pronunciationTh,pronunciationThClean,ipa,exampleEn,exampleTh,notes,status,createdAt,updatedAt
oxford-3000-american::forward::adv::A2,oxford-3000-american::forward::adv::A2,1099,oxford-3000-american,The Oxford 3000™ (American English),A2,forward,forward,forward,,,adv.,ซึ ่ ง ไป ข้ า ง ห น ้ า,ซึ่งไปข้างหน้า,TW (ร ) เห ว ่ อ ร ด ี,TW(ร)เหว่อรดี,,,,,draft,2026-07-08T07:49:22.383+00:00,2026-07-08T08:29:28.103+00:00
oxford-3000-american::forward::adj::B2,oxford-3000-american::forward::adj::B2,1099,oxford-3000-american,The Oxford 3000™ (American English),B2,forward,forward,forward,,,adj.,ซึ ่ ง ไป ข้ า ง ห น ้ า,ซึ่งไปข้างหน้า,TW (ร ) เห ว ่ อ ร ด ี,TW(ร)เหว่อรดี,,,,,draft,2026-07-08T07:49:22.386+00:00,2026-07-08T08:29:28.103+00:00
oxford-3000-american::found::v::B2,oxford-3000-american::found::v::B2,1100,oxford-3000-american,The Oxford 3000™ (American English),B2,found,found,found,,,v.,พ บ,พบ,ฟา ว น ด ี,ฟาวนดี,,,,,draft,2026-07-08T07:49:22.389+00:00,2026-07-08T08:29:28.106+00:00
oxford-3000-american::four::number::A1,oxford-3000-american::four::number::A1,1101,oxford-3000-american,The Oxford 3000™ (American English),A1,four,four,four,,,number,,,,,,,,,draft,2026-07-08T07:49:22.397+00:00,2026-07-08T07:49:22.397+00:00
oxford-3000-american::fourteen::number::A1,oxford-3000-american::fourteen::number::A1,1102,oxford-3000-american,The Oxford 3000™ (American English),A1,fourteen,fourteen,fourteen,,,number,,,,,,,,,draft,2026-07-08T07:49:22.400+00:00,2026-07-08T07:49:22.400+00:00
oxford-3000-american::fourth::number::A1,oxford-3000-american::fourth::number::A1,1103,oxford-3000-american,The Oxford 3000™ (American English),A1,fourth,fourth,fourth,,,number,,,,,,,,,draft,2026-07-08T07:49:22.402+00:00,2026-07-08T07:49:22.402+00:00
oxford-3000-american::frame::n::B1,oxford-3000-american::frame::n::B1,1104,oxford-3000-american,The Oxford 3000™ (American English),B1,frame,frame,frame,,,n.,ก ร อ บ,กรอบ,เฟ ร ม,เฟรม,,,,,draft,2026-07-08T07:49:22.405+00:00,2026-07-08T08:29:28.109+00:00
oxford-3000-american::frame::v::B1,oxford-3000-american::frame::v::B1,1104,oxford-3000-american,The Oxford 3000™ (American English),B1,frame,frame,frame,,,v.,ก ร อ บ,กรอบ,เฟ ร ม,เฟรม,,,,,draft,2026-07-08T07:49:22.408+00:00,2026-07-08T08:29:28.109+00:00
oxford-3000-american::free::adj::A1,oxford-3000-american::free::adj::A1,1105,oxford-3000-american,The Oxford 3000™ (American English),A1,free,free,free,,,adj.,ฟรี,ฟรี,ฟรี,ฟรี,,,,,draft,2026-07-08T07:49:22.411+00:00,2026-07-08T08:29:28.112+00:00
oxford-3000-american::free::adv::A2,oxford-3000-american::free::adv::A2,1105,oxford-3000-american,The Oxford 3000™ (American English),A2,free,free,free,,,adv.,ฟรี,ฟรี,ฟรี,ฟรี,,,,,draft,2026-07-08T07:49:22.413+00:00,2026-07-08T08:29:28.112+00:00
oxford-3000-american::free::v::B2,oxford-3000-american::free::v::B2,1105,oxford-3000-american,The Oxford 3000™ (American English),B2,free,free,free,,,v.,ฟรี,ฟรี,ฟรี,ฟรี,,,,,draft,2026-07-08T07:49:22.416+00:00,2026-07-08T08:29:28.112+00:00
oxford-3000-american::freedom::n::B2,oxford-3000-american::freedom::n::B2,1106,oxford-3000-american,The Oxford 3000™ (American English),B2,freedom,freedom,freedom,,,n.,เส ร ี ภา พ,เสรีภาพ,ฟรี ้ เด อ ะ ม,ฟรี้เดอะม,,,,,draft,2026-07-08T07:49:22.418+00:00,2026-07-08T08:29:28.114+00:00
oxford-3000-american::freeze::v::B1,oxford-3000-american::freeze::v::B1,1107,oxford-3000-american,The Oxford 3000™ (American English),B1,freeze,freeze,freeze,,,v.,แช ่ แข ็ ง,แช่แข็ง,wa a,waa,,,,,draft,2026-07-08T07:49:22.422+00:00,2026-07-08T08:29:28.117+00:00
oxford-3000-american::frequency::n::B2,oxford-3000-american::frequency::n::B2,1108,oxford-3000-american,The Oxford 3000™ (American English),B2,frequency,frequency,frequency,,,n.,ค ว า ม ถี ่,ความถี่,ฟรี ้ เข ว อ ะ น ส ี ่,ฟรี้เขวอะนสี่,,,,,draft,2026-07-08T07:49:22.425+00:00,2026-07-08T08:29:28.120+00:00
oxford-3000-american::frequently::adv::B1,oxford-3000-american::frequently::adv::B1,1109,oxford-3000-american,The Oxford 3000™ (American English),B1,frequently,frequently,frequently,,,adv.,บ ่ อ ย,บ่อย,ฟรี ้ เข ว อ ะ uaa,ฟรี้เขวอะuaa,,,,,draft,2026-07-08T07:49:22.429+00:00,2026-07-08T08:29:28.122+00:00
oxford-3000-american::fresh::adj::A2,oxford-3000-american::fresh::adj::A2,1110,oxford-3000-american,The Oxford 3000™ (American English),A2,fresh,fresh,fresh,,,adj.,aa,aa,เฟ ร ะ a,เฟระa,,,,,draft,2026-07-08T07:49:22.432+00:00,2026-07-08T08:29:28.123+00:00
oxford-3000-american::friday::n::A1,oxford-3000-american::friday::n::A1,1111,oxford-3000-american,The Oxford 3000™ (American English),A1,Friday,Friday,friday,,,n.,,,,,,,,,draft,2026-07-08T07:49:22.435+00:00,2026-07-08T07:49:22.435+00:00
oxford-3000-american::friend::n::A1,oxford-3000-american::friend::n::A1,1112,oxford-3000-american,The Oxford 3000™ (American English),A1,friend,friend,friend,,,n.,,,,,,,,,draft,2026-07-08T07:49:22.438+00:00,2026-07-08T07:49:22.438+00:00
oxford-3000-american::friendly::adj::A1,oxford-3000-american::friendly::adj::A1,1113,oxford-3000-american,The Oxford 3000™ (American English),A1,friendly,friendly,friendly,,,adj.,,,,,,,,,draft,2026-07-08T07:49:22.440+00:00,2026-07-08T07:49:22.440+00:00
oxford-3000-american::friendship::n::B1,oxford-3000-american::friendship::n::B1,1114,oxford-3000-american,The Oxford 3000™ (American English),B1,friendship,friendship,friendship,,,n.,ม ิ ต ร ภา พ,มิตรภาพ,เฟ ร ้ ะ น ด ี ฉิ ผี,เฟร้ะนดีฉิผี,,,,,draft,2026-07-08T07:49:22.443+00:00,2026-07-08T08:29:28.127+00:00
oxford-3000-american::frighten::v::B1,oxford-3000-american::frighten::v::B1,1115,oxford-3000-american,The Oxford 3000™ (American English),B1,frighten,frighten,frighten,,,v.,ขู่,ขู่,ฟ ร ้ า ย เถ อ ะ น,ฟร้ายเถอะน,,,,,draft,2026-07-08T07:49:22.447+00:00,2026-07-08T08:29:28.130+00:00
oxford-3000-american::frightened::adj::B1,oxford-3000-american::frightened::adj::B1,1116,oxford-3000-american,The Oxford 3000™ (American English),B1,frightened,frightened,frightened,,,adj.,ต ร ะ ห น ก,ตระหนก,ฟ ร ้ า ย เถ อ ะ น ด ี,ฟร้ายเถอะนดี,,,,,draft,2026-07-08T07:49:22.449+00:00,2026-07-08T08:29:28.133+00:00
oxford-3000-american::frightening::adj::B1,oxford-3000-american::frightening::adj::B1,1117,oxford-3000-american,The Oxford 3000™ (American English),B1,frightening,frightening,frightening,,,adj.,น ่ า ก ล ั ว,น่ากลัว,ฟ ร ้ า ย เถ อ ะ nia,ฟร้ายเถอะnia,,,,,draft,2026-07-08T07:49:22.452+00:00,2026-07-08T08:29:28.136+00:00
oxford-3000-american::frog::n::A2,oxford-3000-american::frog::n::A2,1118,oxford-3000-american,The Oxford 3000™ (American English),A2,frog,frog,frog,,,n.,ก บ,กบ,ฟ ร า ก ี,ฟรากี,,,,,draft,2026-07-08T07:49:22.455+00:00,2026-07-08T08:29:28.138+00:00
oxford-3000-american::from::prep::A1,oxford-3000-american::from::prep::A1,1119,oxford-3000-american,The Oxford 3000™ (American English),A1,from,from,from,,,prep.,,,,,,,,,draft,2026-07-08T07:49:22.457+00:00,2026-07-08T07:49:22.457+00:00
oxford-3000-american::front::n::A1,oxford-3000-american::front::n::A1,1120,oxford-3000-american,The Oxford 3000™ (American English),A1,front,front,front,,,n.,ด ้ า น ห น ้ า,ด้านหน้า,ฟ ร ะ น ถึ,ฟระนถึ,,,,,draft,2026-07-08T07:49:22.460+00:00,2026-07-08T08:29:28.141+00:00
oxford-3000-american::front::adj::A1,oxford-3000-american::front::adj::A1,1120,oxford-3000-american,The Oxford 3000™ (American English),A1,front,front,front,,,adj.,ด ้ า น ห น ้ า,ด้านหน้า,ฟ ร ะ น ถึ,ฟระนถึ,,,,,draft,2026-07-08T07:49:22.463+00:00,2026-07-08T08:29:28.141+00:00
oxford-3000-american::frozen::adj::B1,oxford-3000-american::frozen::adj::B1,1121,oxford-3000-american,The Oxford 3000™ (American English),B1,frozen,frozen,frozen,,,adj.,แช ่ แข ็ ง,แช่แข็ง,โฟ ร ั ว เส อ ะ น,โฟรัวเสอะน,,,,,draft,2026-07-08T07:49:22.465+00:00,2026-07-08T08:29:28.144+00:00
oxford-3000-american::fruit::n::A1,oxford-3000-american::fruit::n::A1,1122,oxford-3000-american,The Oxford 3000™ (American English),A1,fruit,fruit,fruit,,,n.,wala,wala,ฟ ร ู ถึ,ฟรูถึ,,,,,draft,2026-07-08T07:49:22.468+00:00,2026-07-08T08:29:28.146+00:00
oxford-3000-american::fry::v::B1,oxford-3000-american::fry::v::B1,1123,oxford-3000-american,The Oxford 3000™ (American English),B1,fry,fry,fry,,,v.,naa,naa,ฟ ร า ย,ฟราย,,,,,draft,2026-07-08T07:49:22.470+00:00,2026-07-08T08:29:28.149+00:00
oxford-3000-american::fuel::n::B1,oxford-3000-american::fuel::n::B1,1124,oxford-3000-american,The Oxford 3000™ (American English),B1,fuel,fuel,fuel,,,n.,เช ื ้ อ เพ ล ิ ง,เชื้อเพลิง,ฝี ย ู ้ เอ อ ะ ล,ฝียู้เออะล,,,,,draft,2026-07-08T07:49:22.473+00:00,2026-07-08T08:29:28.152+00:00
oxford-3000-american::fuel::v::B2,oxford-3000-american::fuel::v::B2,1124,oxford-3000-american,The Oxford 3000™ (American English),B2,fuel,fuel,fuel,,,v.,เช ื ้ อ เพ ล ิ ง,เชื้อเพลิง,ฝี ย ู ้ เอ อ ะ ล,ฝียู้เออะล,,,,,draft,2026-07-08T07:49:22.476+00:00,2026-07-08T08:29:28.152+00:00
oxford-3000-american::full::adj::A1,oxford-3000-american::full::adj::A1,1125,oxford-3000-american,The Oxford 3000™ (American English),A1,full,full,full,,,adj.,เต ็ ม,เต็ม,ฟู ล,ฟูล,,,,,draft,2026-07-08T07:49:22.478+00:00,2026-07-08T08:29:28.158+00:00
oxford-3000-american::fully::adv::B2,oxford-3000-american::fully::adv::B2,1126,oxford-3000-american,The Oxford 3000™ (American English),B2,fully,fully,fully,,,adv.,อ ย ่ า ง เต ็ ม ท ี ่,อย่างเต็มที่,ฟู น ล ี ่,ฟูนลี่,,,,,draft,2026-07-08T07:49:22.481+00:00,2026-07-08T08:29:28.160+00:00
oxford-3000-american::fun::n::A1,oxford-3000-american::fun::n::A1,1127,oxford-3000-american,The Oxford 3000™ (American English),A1,fun,fun,fun,,,n.,ayn,ayn,ฟะ น,ฟะน,,,,,draft,2026-07-08T07:49:22.484+00:00,2026-07-08T08:29:28.164+00:00
oxford-3000-american::fun::adj::A2,oxford-3000-american::fun::adj::A2,1127,oxford-3000-american,The Oxford 3000™ (American English),A2,fun,fun,fun,,,adj.,ayn,ayn,ฟะ น,ฟะน,,,,,draft,2026-07-08T07:49:22.487+00:00,2026-07-08T08:29:28.164+00:00
oxford-3000-american::function::n::B1,oxford-3000-american::function::n::B1,1128,oxford-3000-american,The Oxford 3000™ (American English),B1,function,function,function,,,n.,ก า ร ท ํ า ง า น,การทํางาน,ฟะ ง ขี เฉ อ ะ น,ฟะงขีเฉอะน,,,,,draft,2026-07-08T07:49:22.491+00:00,2026-07-08T08:29:28.172+00:00
oxford-3000-american::function::v::B2,oxford-3000-american::function::v::B2,1128,oxford-3000-american,The Oxford 3000™ (American English),B2,function,function,function,,,v.,ก า ร ท ํ า ง า น,การทํางาน,ฟะ ง ขี เฉ อ ะ น,ฟะงขีเฉอะน,,,,,draft,2026-07-08T07:49:22.494+00:00,2026-07-08T08:29:28.172+00:00
oxford-3000-american::fund::n::B2,oxford-3000-american::fund::n::B2,1129,oxford-3000-american,The Oxford 3000™ (American English),B2,fund,fund,fund,,,n.,ก อ ง ท ุ น,กองทุน,ฟะ น ด ี,ฟะนดี,,,,,draft,2026-07-08T07:49:22.497+00:00,2026-07-08T08:29:28.189+00:00
oxford-3000-american::fund::v::B2,oxford-3000-american::fund::v::B2,1129,oxford-3000-american,The Oxford 3000™ (American English),B2,fund,fund,fund,,,v.,ก อ ง ท ุ น,กองทุน,ฟะ น ด ี,ฟะนดี,,,,,draft,2026-07-08T07:49:22.500+00:00,2026-07-08T08:29:28.189+00:00
oxford-3000-american::fundamental::adj::B2,oxford-3000-american::fundamental::adj::B2,1130,oxford-3000-american,The Oxford 3000™ (American English),B2,fundamental,fundamental,fundamental,,,adj.,พ ื ้ น ฐา น,พื้นฐาน,ฟะ น เด อ ะ เม ้ ะ น เถ อ ะ ล,ฟะนเดอะเม้ะนเถอะล,,,,,draft,2026-07-08T07:49:22.503+00:00,2026-07-08T08:29:28.203+00:00
oxford-3000-american::funding::n::B2,oxford-3000-american::funding::n::B2,1131,oxford-3000-american,The Oxford 3000™ (American English),B2,funding,funding,funding,,,n.,เง ิ น ท ุ น,เงินทุน,ฟะ น ด ิ ง,ฟะนดิง,,,,,draft,2026-07-08T07:49:22.505+00:00,2026-07-08T08:29:28.305+00:00
oxford-3000-american::funny::adj::A1,oxford-3000-american::funny::adj::A1,1132,oxford-3000-american,The Oxford 3000™ (American English),A1,funny,funny,funny,,,adj.,aan,aan,we nfl,wenfl,,,,,draft,2026-07-08T07:49:22.508+00:00,2026-07-08T08:29:28.308+00:00
oxford-3000-american::fur::n::B1,oxford-3000-american::fur::n::B1,1133,oxford-3000-american,The Oxford 3000™ (American English),B1,fur,fur,fur,,,n.,ขน,ขน,เฟ อ ร,เฟอร,,,,,draft,2026-07-08T07:49:22.512+00:00,2026-07-08T08:29:28.314+00:00
oxford-3000-american::furniture::n::A2,oxford-3000-american::furniture::n::A2,1134,oxford-3000-american,The Oxford 3000™ (American English),A2,furniture,furniture,furniture,,,n.,เฟ อ ร ์ น ิ เจ อ ร ์,เฟอร์นิเจอร์,เฟ ้ อ ร ห น ี ่ เฉ ่ อ ร,เฟ้อรหนี่เฉ่อร,,,,,draft,2026-07-08T07:49:22.514+00:00,2026-07-08T08:29:28.318+00:00
oxford-3000-american::further::adj::A2,oxford-3000-american::further::adj::A2,1135,oxford-3000-american,The Oxford 3000™ (American English),A2,further,further,further,,,adj.,ไก ล อ อ ก ไป,ไกลออกไป,เฟ ้ อ ร เด ่ อ ร,เฟ้อรเด่อร,,,,,draft,2026-07-08T07:49:22.517+00:00,2026-07-08T08:29:28.321+00:00
oxford-3000-american::further::adv::B1,oxford-3000-american::further::adv::B1,1135,oxford-3000-american,The Oxford 3000™ (American English),B1,further,further,further,,,adv.,ไก ล อ อ ก ไป,ไกลออกไป,เฟ ้ อ ร เด ่ อ ร,เฟ้อรเด่อร,,,,,draft,2026-07-08T07:49:22.520+00:00,2026-07-08T08:29:28.321+00:00
oxford-3000-american::furthermore::adv::B2,oxford-3000-american::furthermore::adv::B2,1136,oxford-3000-american,The Oxford 3000™ (American English),B2,furthermore,furthermore,furthermore,,,adv.,น อ ก จ า ก น ี ้,นอกจากนี้,เฟ ้ อ ร เต ่ อ ร โม (ร ),เฟ้อรเต่อรโม(ร),,,,,draft,2026-07-08T07:49:22.523+00:00,2026-07-08T08:29:28.324+00:00
oxford-3000-american::future::n::A1,oxford-3000-american::future::n::A1,1137,oxford-3000-american,The Oxford 3000™ (American English),A1,future,future,future,,,n.,อ น า ค ต,อนาคต,ฝี ย ู ้ เฉ ่ อ ร,ฝียู้เฉ่อร,,,,,draft,2026-07-08T07:49:22.525+00:00,2026-07-08T08:29:28.328+00:00
oxford-3000-american::future::adj::A2,oxford-3000-american::future::adj::A2,1137,oxford-3000-american,The Oxford 3000™ (American English),A2,future,future,future,,,adj.,อ น า ค ต,อนาคต,ฝี ย ู ้ เฉ ่ อ ร,ฝียู้เฉ่อร,,,,,draft,2026-07-08T07:49:22.528+00:00,2026-07-08T08:29:28.328+00:00
oxford-3000-american::gain::v::B2,oxford-3000-american::gain::v::B2,1138,oxford-3000-american,The Oxford 3000™ (American English),B2,gain,gain,gain,,,v.,ได ้ ร ั บ,ได้รับ,เก น,เกน,,,,,draft,2026-07-08T07:49:22.531+00:00,2026-07-08T08:29:28.331+00:00
oxford-3000-american::gain::n::B2,oxford-3000-american::gain::n::B2,1138,oxford-3000-american,The Oxford 3000™ (American English),B2,gain,gain,gain,,,n.,ได ้ ร ั บ,ได้รับ,เก น,เกน,,,,,draft,2026-07-08T07:49:22.535+00:00,2026-07-08T08:29:28.331+00:00
oxford-3000-american::gallery::n::A2,oxford-3000-american::gallery::n::A2,1139,oxford-3000-american,The Oxford 3000™ (American English),A2,gallery,gallery,gallery,,,n.,แก ล เล จ อ ร ี ่,แกลเลจอรี่,แก ้ เห ล ่ อ ร ห ร ี ่,แก้เหล่อรหรี่,,,,,draft,2026-07-08T07:49:22.538+00:00,2026-07-08T08:29:28.334+00:00
oxford-3000-american::game::n::A1,oxford-3000-american::game::n::A1,1140,oxford-3000-american,The Oxford 3000™ (American English),A1,game,game,game,,,n.,เก ม,เกม,เก ม,เกม,,,,,draft,2026-07-08T07:49:22.541+00:00,2026-07-08T08:29:28.337+00:00
oxford-3000-american::gang::n::B2,oxford-3000-american::gang::n::B2,1141,oxford-3000-american,The Oxford 3000™ (American English),B2,gang,gang,gang,,,n.,แก ๊ ง,แก๊ง,แก ง,แกง,,,,,draft,2026-07-08T07:49:22.544+00:00,2026-07-08T08:29:28.340+00:00
oxford-3000-american::gap::n::A2,oxford-3000-american::gap::n::A2,1142,oxford-3000-american,The Oxford 3000™ (American English),A2,gap,gap,gap,,,n.,ช่ อ ง ว ่ า ง,ช่องว่าง,แก ผี,แกผี,,,,,draft,2026-07-08T07:49:22.547+00:00,2026-07-08T08:29:28.344+00:00
oxford-3000-american::garage::n::B1,oxford-3000-american::garage::n::B1,1143,oxford-3000-american,The Oxford 3000™ (American English),B1,garage,garage,garage,,,n.,โร ง ร ถ,โรงรถ,เก ่ อ ร ร ้ า ฉี,เก่อรร้าฉี,,,,,draft,2026-07-08T07:49:22.550+00:00,2026-07-08T08:29:28.350+00:00
oxford-3000-american::garbage::n::A2,oxford-3000-american::garbage::n::A2,1144,oxford-3000-american,The Oxford 3000™ (American English),A2,garbage,garbage,garbage,,,n.,,,,,,,,,draft,2026-07-08T07:49:22.554+00:00,2026-07-08T07:49:22.554+00:00
oxford-3000-american::garden::n::A1,oxford-3000-american::garden::n::A1,1145,oxford-3000-american,The Oxford 3000™ (American English),A1,garden,garden,garden,,,n.,ส ว น,สวน,ก ๊ า ร เด อ ะ น,ก๊ารเดอะน,,,,,draft,2026-07-08T07:49:22.557+00:00,2026-07-08T08:29:28.352+00:00
oxford-3000-american::gas::n::A2,oxford-3000-american::gas::n::A2,1146,oxford-3000-american,The Oxford 3000™ (American English),A2,gas,gas,gas,,,n.,una,una,un a,una,,,,,draft,2026-07-08T07:49:22.560+00:00,2026-07-08T08:29:28.355+00:00
oxford-3000-american::gate::n::A2,oxford-3000-american::gate::n::A2,1147,oxford-3000-american,The Oxford 3000™ (American English),A2,gate,gate,gate,,,n.,ป ร ะ ต ู,ประตู,เก ถื,เกถื,,,,,draft,2026-07-08T07:49:22.563+00:00,2026-07-08T08:29:28.359+00:00
oxford-3000-american::gather::v::B1,oxford-3000-american::gather::v::B1,1148,oxford-3000-american,The Oxford 3000™ (American English),B1,gather,gather,gather,,,v.,ร ว ม ต ั ว,รวมตัว,แก ้ เด ่ อ ร,แก้เด่อร,,,,,draft,2026-07-08T07:49:22.566+00:00,2026-07-08T08:29:28.362+00:00
oxford-3000-american::general::adj::A2,oxford-3000-american::general::adj::A2,1149,oxford-3000-american,The Oxford 3000™ (American English),A2,general,general,general,,,adj.,ท ั ่ ว ไป,ทั่วไป,เจ ๊ ะ เห น ่ อ ร เห ร อ ะ ล,เจ๊ะเหน่อรเหรอะล,,,,,draft,2026-07-08T07:49:22.569+00:00,2026-07-08T08:29:28.365+00:00
oxford-3000-american::generally::adv::B1,oxford-3000-american::generally::adv::B1,1150,oxford-3000-american,The Oxford 3000™ (American English),B1,generally,generally,generally,,,adv.,โด ย ท ั ่ ว ไป,โดยทั่วไป,เจ ๊ ะ เห น ่ อ ร เห ร อ ะ ห ล ี ่,เจ๊ะเหน่อรเหรอะหลี่,,,,,draft,2026-07-08T07:49:22.572+00:00,2026-07-08T08:29:28.368+00:00
oxford-3000-american::generate::v::B2,oxford-3000-american::generate::v::B2,1151,oxford-3000-american,The Oxford 3000™ (American English),B2,generate,generate,generate,,,v.,ส ร ้ า ง,สร้าง,เจ ๊ ะ เห น ่ อ ร เร ถึ,เจ๊ะเหน่อรเรถึ,,,,,draft,2026-07-08T07:49:22.577+00:00,2026-07-08T08:29:28.372+00:00
oxford-3000-american::generation::n::B1,oxford-3000-american::generation::n::B1,1152,oxford-3000-american,The Oxford 3000™ (American English),B1,generation,generation,generation,,,n.,qu,qu,เจ ะ เห น ่ อ ร เร ้ เฉ อ ะ น,เจะเหน่อรเร้เฉอะน,,,,,draft,2026-07-08T07:49:22.580+00:00,2026-07-08T08:29:28.375+00:00
oxford-3000-american::generous::adj::B1,oxford-3000-american::generous::adj::B1,1153,oxford-3000-american,The Oxford 3000™ (American English),B1,generous,generous,generous,,,adj.,ใจ ก ว ้ า ง,ใจกว้าง,เจ ๊ ะ เห น ่ อ ร เห ร อ ะ a,เจ๊ะเหน่อรเหรอะa,,,,,draft,2026-07-08T07:49:22.584+00:00,2026-07-08T08:29:28.381+00:00
oxford-3000-american::genre::n::B2,oxford-3000-american::genre::n::B2,1154,oxford-3000-american,The Oxford 3000™ (American English),B2,genre,genre,genre,,,n.,ป ร ะ เภ ท,ประเภท,ช้ า น เห ร อ ะ,ช้านเหรอะ,,,,,draft,2026-07-08T07:49:22.588+00:00,2026-07-08T08:29:28.385+00:00
oxford-3000-american::gentle::adj::B1,oxford-3000-american::gentle::adj::B1,1155,oxford-3000-american,The Oxford 3000™ (American English),B1,gentle,gentle,gentle,,,adj.,อ ่ อ น โย น,อ่อนโยน,เจ ๊ ะ น เถ อ ะ ล,เจ๊ะนเถอะล,,,,,draft,2026-07-08T07:49:22.592+00:00,2026-07-08T08:29:28.388+00:00
oxford-3000-american::gentleman::n::B1,oxford-3000-american::gentleman::n::B1,1156,oxford-3000-american,The Oxford 3000™ (American English),B1,gentleman,gentleman,gentleman,,,n.,ส ุ ภา พ บ ุ ร ุ ษ,สุภาพบุรุษ,เจ ๊ ะ น เถ อ ะ ล เห ม อ ะ น,เจ๊ะนเถอะลเหมอะน,,,,,draft,2026-07-08T07:49:22.597+00:00,2026-07-08T08:29:28.392+00:00
oxford-3000-american::geography::n::A1,oxford-3000-american::geography::n::A1,1157,oxford-3000-american,The Oxford 3000™ (American English),A1,geography,geography,geography,,,n.,ภู ม ิ ศา ส ต ร ์,ภูมิศาสตร์,จ ี ่ อ ้ า เก ร อ ะ El d3i:,จี่อ้าเกรอะEld3i:,,,,,draft,2026-07-08T07:49:22.601+00:00,2026-07-08T08:29:28.397+00:00
oxford-3000-american::get::v::A1,oxford-3000-american::get::v::A1,1158,oxford-3000-american,The Oxford 3000™ (American English),A1,get,get,get,,,v.,ร ั บ,รับ,nz a,nza,,,,,draft,2026-07-08T07:49:22.604+00:00,2026-07-08T08:29:28.400+00:00
oxford-3000-american::ghost::n::B1,oxford-3000-american::ghost::n::B1,1159,oxford-3000-american,The Oxford 3000™ (American English),B1,ghost,ghost,ghost,,,n.,fi,fi,โก ว ส ี ถึ,โกวสีถึ,,,,,draft,2026-07-08T07:49:22.612+00:00,2026-07-08T08:29:28.404+00:00
oxford-3000-american::giant::adj::B1,oxford-3000-american::giant::adj::B1,1160,oxford-3000-american,The Oxford 3000™ (American English),B1,giant,giant,giant,,,adj.,ย ั ก ษ์,ยักษ์,จ ๊ า ย aay น ถื,จ๊ายaayนถื,,,,,draft,2026-07-08T07:49:22.618+00:00,2026-07-08T08:29:28.407+00:00
oxford-3000-american::giant::n::B1,oxford-3000-american::giant::n::B1,1160,oxford-3000-american,The Oxford 3000™ (American English),B1,giant,giant,giant,,,n.,ย ั ก ษ์,ยักษ์,จ ๊ า ย aay น ถื,จ๊ายaayนถื,,,,,draft,2026-07-08T07:49:22.621+00:00,2026-07-08T08:29:28.407+00:00
oxford-3000-american::gift::n::A2,oxford-3000-american::gift::n::A2,1161,oxford-3000-american,The Oxford 3000™ (American English),A2,gift,gift,gift,,,n.,ขอ ง ขวัญ,ของขวัญ,ก ิ ฝี ถึ,กิฝีถึ,,,,,draft,2026-07-08T07:49:22.625+00:00,2026-07-08T08:29:28.410+00:00
oxford-3000-american::girl::n::A1,oxford-3000-american::girl::n::A1,1162,oxford-3000-american,The Oxford 3000™ (American English),A1,girl,girl,girl,,,n.,an,an,เก อ ร ล,เกอรล,,,,,draft,2026-07-08T07:49:22.629+00:00,2026-07-08T08:29:28.413+00:00
oxford-3000-american::girlfriend::n::A1,oxford-3000-american::girlfriend::n::A1,1163,oxford-3000-american,The Oxford 3000™ (American English),A1,girlfriend,girlfriend,girlfriend,,,n.,แฟ น,แฟน,เก ๊ อ ร ล เฟ ร ะ น ด ี ฮ่,เก๊อรลเฟระนดีฮ่,,,,,draft,2026-07-08T07:49:22.633+00:00,2026-07-08T08:29:28.418+00:00
oxford-3000-american::give::v::A1,oxford-3000-american::give::v::A1,1164,oxford-3000-american,The Oxford 3000™ (American English),A1,give,give,give,,,v.,ให ้,ให้,ก ิ ฝี,กิฝี,,,,,draft,2026-07-08T07:49:22.637+00:00,2026-07-08T08:29:28.551+00:00
oxford-3000-american::glad::adj::B1,oxford-3000-american::glad::adj::B1,1165,oxford-3000-american,The Oxford 3000™ (American English),B1,glad,glad,glad,,,adj.,ย ิ น ด ี,ยินดี,แก ล ด ี,แกลดี,,,,,draft,2026-07-08T07:49:22.641+00:00,2026-07-08T08:29:28.555+00:00
oxford-3000-american::glass::n::A1,oxford-3000-american::glass::n::A1,1166,oxford-3000-american,The Oxford 3000™ (American English),A1,glass,glass,glass,,,n.,ก ร ะ จ ก,กระจก,una a,unaa,,,,,draft,2026-07-08T07:49:22.645+00:00,2026-07-08T08:29:28.560+00:00
oxford-3000-american::global::adj::B1,oxford-3000-american::global::adj::B1,1167,oxford-3000-american,The Oxford 3000™ (American English),B1,global,global,global,,,adj.,ท ั ่ ว โล ก,ทั่วโลก,โก ล ั ว เบ อ ะ ล,โกลัวเบอะล,,,,,draft,2026-07-08T07:49:22.649+00:00,2026-07-08T08:29:28.563+00:00
oxford-3000-american::glove::n::B1,oxford-3000-american::glove::n::B1,1168,oxford-3000-american,The Oxford 3000™ (American English),B1,glove,glove,glove,,,n.,ถุ ง ม ื อ,ถุงมือ,ก ล ะ ฝี,กละฝี,,,,,draft,2026-07-08T07:49:22.653+00:00,2026-07-08T08:29:28.566+00:00
oxford-3000-american::go::v::A1,oxford-3000-american::go::v::A1,1169,oxford-3000-american,The Oxford 3000™ (American English),A1,go,go,go,,,v.,ไป,ไป,โก ว,โกว,,,,,draft,2026-07-08T07:49:22.657+00:00,2026-07-08T08:29:28.568+00:00
